workspaceId,projectId,name,serialNumber,partNumber,partNumberType,hardwareRevision,softwareRelease,site,status,condition,installationDate,warrantyEndDate,eolDate,lastServiceDate,criticality,compatibilityRisk,source
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 100,SN-BASE-000100,6XX6200-0AB30,STAMMHAUS,HW-5.0,SW-2.4.10,SBB Luzern,INSTALLED,GOOD,2017-03-15,2023-03-14,2032-03-11,2018-06-23,CRITICAL,LOW,OCR_SCAN
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 101,SN-BASE-000101,A2V0002384101,A2V,HW-6.1,SW-3.5.11,SBB Basel,INSTALLED,GOOD,2017-04-03,2023-04-02,2032-03-30,2018-07-13,LOW,MEDIUM,MANUAL
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 102,SN-BASE-000102,A6Z0002332102,A6Z,HW-7.2,SW-4.6.12,SBB Lausanne,INSTALLED,FAIR,2017-04-22,2023-04-21,2032-04-18,2018-08-02,MEDIUM,HIGH,CSV_IMPORT
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 103,SN-BASE-000103,A5N0003307103,AN,HW-8.3,SW-5.7.13,OBB,INSTALLED,GOOD,2017-05-11,2023-05-10,2032-05-07,2018-08-22,HIGH,LOW,REPAIR_INTAKE
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 104,SN-BASE-000104,ABCD1304-604,WLN,HW-1.4,SW-6.8.14,Bern SBB,INSTALLED,FAIR,2017-05-30,2023-05-29,2032-05-26,2018-09-11,CRITICAL,MEDIUM,WAREHOUSE
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 105,SN-BASE-000105,6XX6205-0AB35,STAMMHAUS,HW-2.5,SW-7.9.15,SBB,INSTALLED,POOR,2017-06-18,2023-06-17,2032-06-14,2018-10-01,LOW,HIGH,OCR_SCAN
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 106,SN-BASE-000106,A2V0002384106,A2V,HW-3.6,SW-8.10.16,SBB Luzern,IN_STOCK,GOOD,2017-07-07,2023-07-06,2032-07-03,2018-10-21,MEDIUM,LOW,MANUAL
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 107,SN-BASE-000107,A6Z0002332107,A6Z,HW-4.7,SW-9.11.17,SBB Basel,IN_STOCK,GOOD,2017-07-26,2023-07-25,2032-07-22,2018-11-10,HIGH,MEDIUM,CSV_IMPORT
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 108,SN-BASE-000108,A5N0003307108,AN,HW-5.8,SW-1.0.18,SBB Lausanne,IN_REPAIR,GOOD,2017-08-14,2023-08-13,2032-08-10,2018-11-30,CRITICAL,HIGH,REPAIR_INTAKE
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 109,SN-BASE-000109,ABCD1309-609,WLN,HW-6.9,SW-2.1.19,OBB,RESERVED,FAIR,2017-09-02,2023-09-01,2032-08-29,2018-12-20,LOW,LOW,WAREHOUSE
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 110,SN-BASE-000110,6XX6210-0AB40,STAMMHAUS,HW-7.0,SW-3.2.20,Bern SBB,RETIRED,GOOD,2017-09-21,2023-09-20,2032-09-17,2019-01-09,MEDIUM,MEDIUM,OCR_SCAN
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 111,SN-BASE-000111,A2V0002384111,A2V,HW-8.1,SW-4.3.21,SBB,INSTALLED,FAIR,2017-10-10,2023-10-09,2032-10-06,2019-01-29,HIGH,HIGH,MANUAL
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 112,SN-BASE-000112,A6Z0002332112,A6Z,HW-1.2,SW-5.4.22,SBB Luzern,INSTALLED,POOR,2017-10-29,2023-10-28,2032-10-25,2019-02-18,CRITICAL,LOW,CSV_IMPORT
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 113,SN-BASE-000113,A5N0003307113,AN,HW-2.3,SW-6.5.23,SBB Basel,INSTALLED,GOOD,2017-11-17,2023-11-16,2032-11-13,2019-03-10,LOW,MEDIUM,REPAIR_INTAKE
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 114,SN-BASE-000114,ABCD1314-614,WLN,HW-3.4,SW-7.6.24,SBB Lausanne,INSTALLED,GOOD,2017-12-06,2023-12-05,2032-12-02,2019-03-30,MEDIUM,HIGH,WAREHOUSE
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 115,SN-BASE-000115,6XX6215-0AB45,STAMMHAUS,HW-4.5,SW-8.7.25,OBB,INSTALLED,GOOD,2017-12-25,2023-12-24,2032-12-21,2019-04-19,HIGH,LOW,OCR_SCAN
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 116,SN-BASE-000116,A2V0002384116,A2V,HW-5.6,SW-9.8.26,Bern SBB,INSTALLED,FAIR,2018-01-13,2024-01-12,2033-01-09,2019-05-09,CRITICAL,MEDIUM,MANUAL
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 117,SN-BASE-000117,A6Z0002332117,A6Z,HW-6.7,SW-1.9.27,SBB,IN_STOCK,GOOD,2018-02-01,2024-01-31,2033-01-28,2019-05-29,LOW,HIGH,CSV_IMPORT
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 118,SN-BASE-000118,A5N0003307118,AN,HW-7.8,SW-2.10.28,SBB Luzern,IN_STOCK,FAIR,2018-02-20,2024-02-19,2033-02-16,2019-06-18,MEDIUM,LOW,REPAIR_INTAKE
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 119,SN-BASE-000119,ABCD1319-619,WLN,HW-8.9,SW-3.11.29,SBB Basel,IN_REPAIR,POOR,2018-03-11,2024-03-09,2033-03-07,2019-07-08,HIGH,MEDIUM,WAREHOUSE
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 120,SN-BASE-000120,6XX6220-0AB50,STAMMHAUS,HW-1.0,SW-4.0.0,SBB Lausanne,RESERVED,GOOD,2018-03-30,2024-03-28,2033-03-26,2019-07-28,CRITICAL,HIGH,OCR_SCAN
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 121,SN-BASE-000121,A2V0002384121,A2V,HW-2.1,SW-5.1.1,OBB,RETIRED,GOOD,2018-04-18,2024-04-16,2033-04-14,2019-08-17,LOW,LOW,MANUAL
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 122,SN-BASE-000122,A6Z0002332122,A6Z,HW-3.2,SW-6.2.2,Bern SBB,INSTALLED,GOOD,2018-05-07,2024-05-05,2033-05-03,2019-09-06,MEDIUM,MEDIUM,CSV_IMPORT
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 123,SN-BASE-000123,A5N0003307123,AN,HW-4.3,SW-7.3.3,SBB,INSTALLED,FAIR,2018-05-26,2024-05-24,2033-05-22,2019-09-26,HIGH,HIGH,REPAIR_INTAKE
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 124,SN-BASE-000124,ABCD1324-624,WLN,HW-5.4,SW-8.4.4,SBB Luzern,INSTALLED,GOOD,2018-06-14,2024-06-12,2033-06-10,2019-10-16,CRITICAL,LOW,WAREHOUSE
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 125,SN-BASE-000125,6XX6225-0AB55,STAMMHAUS,HW-6.5,SW-9.5.5,SBB Basel,INSTALLED,FAIR,2018-07-03,2024-07-01,2033-06-29,2019-11-05,LOW,MEDIUM,OCR_SCAN
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 126,SN-BASE-000126,A2V0002384126,A2V,HW-7.6,SW-1.6.6,SBB Lausanne,INSTALLED,POOR,2018-07-22,2024-07-20,2033-07-18,2019-11-25,MEDIUM,HIGH,MANUAL
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 127,SN-BASE-000127,A6Z0002332127,A6Z,HW-8.7,SW-2.7.7,OBB,INSTALLED,GOOD,2018-08-10,2024-08-08,2033-08-06,2019-12-15,HIGH,LOW,CSV_IMPORT
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 128,SN-BASE-000128,A5N0003307128,AN,HW-1.8,SW-3.8.8,Bern SBB,IN_STOCK,GOOD,2018-08-29,2024-08-27,2033-08-25,2020-01-04,CRITICAL,MEDIUM,REPAIR_INTAKE
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 129,SN-BASE-000129,ABCD1329-629,WLN,HW-2.9,SW-4.9.9,SBB,IN_STOCK,GOOD,2018-09-17,2024-09-15,2033-09-13,2020-01-24,LOW,HIGH,WAREHOUSE
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 130,SN-BASE-000130,6XX6230-0AB60,STAMMHAUS,HW-3.0,SW-5.10.10,SBB Luzern,IN_REPAIR,FAIR,2018-10-06,2024-10-04,2033-10-02,2020-02-13,MEDIUM,LOW,OCR_SCAN
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 131,SN-BASE-000131,A2V0002384131,A2V,HW-4.1,SW-6.11.11,SBB Basel,RESERVED,GOOD,2018-10-25,2024-10-23,2033-10-21,2020-03-04,HIGH,MEDIUM,MANUAL
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 132,SN-BASE-000132,A6Z0002332132,A6Z,HW-5.2,SW-7.0.12,SBB Lausanne,RETIRED,FAIR,2018-11-13,2024-11-11,2033-11-09,2020-03-24,CRITICAL,HIGH,CSV_IMPORT
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 133,SN-BASE-000133,A5N0003307133,AN,HW-6.3,SW-8.1.13,OBB,INSTALLED,POOR,2018-12-02,2024-11-30,2033-11-28,2020-04-13,LOW,LOW,REPAIR_INTAKE
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 134,SN-BASE-000134,ABCD1334-634,WLN,HW-7.4,SW-9.2.14,Bern SBB,INSTALLED,GOOD,2018-12-21,2024-12-19,2033-12-17,2020-05-03,MEDIUM,MEDIUM,WAREHOUSE
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 135,SN-BASE-000135,6XX6235-0AB65,STAMMHAUS,HW-8.5,SW-1.3.15,SBB,INSTALLED,GOOD,2019-01-09,2025-01-07,2034-01-05,2020-05-23,HIGH,HIGH,OCR_SCAN
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 136,SN-BASE-000136,A2V0002384136,A2V,HW-1.6,SW-2.4.16,SBB Luzern,INSTALLED,GOOD,2019-01-28,2025-01-26,2034-01-24,2020-06-12,CRITICAL,LOW,MANUAL
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 137,SN-BASE-000137,A6Z0002332137,A6Z,HW-2.7,SW-3.5.17,SBB Basel,INSTALLED,FAIR,2019-02-16,2025-02-14,2034-02-12,2020-07-02,LOW,MEDIUM,CSV_IMPORT
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 138,SN-BASE-000138,A5N0003307138,AN,HW-3.8,SW-4.6.18,SBB Lausanne,INSTALLED,GOOD,2019-03-07,2025-03-05,2034-03-03,2020-07-22,MEDIUM,HIGH,REPAIR_INTAKE
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 139,SN-BASE-000139,ABCD1339-639,WLN,HW-4.9,SW-5.7.19,OBB,IN_STOCK,FAIR,2019-03-26,2025-03-24,2034-03-22,2020-08-11,HIGH,LOW,WAREHOUSE
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 140,SN-BASE-000140,6XX6240-0AB70,STAMMHAUS,HW-5.0,SW-6.8.20,Bern SBB,IN_STOCK,POOR,2019-04-14,2025-04-12,2034-04-10,2020-08-31,CRITICAL,MEDIUM,OCR_SCAN
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 141,SN-BASE-000141,A2V0002384141,A2V,HW-6.1,SW-7.9.21,SBB,IN_REPAIR,GOOD,2019-05-03,2025-05-01,2034-04-29,2020-09-20,LOW,HIGH,MANUAL
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 142,SN-BASE-000142,A6Z0002332142,A6Z,HW-7.2,SW-8.10.22,SBB Luzern,RESERVED,GOOD,2019-05-22,2025-05-20,2034-05-18,2020-10-10,MEDIUM,LOW,CSV_IMPORT
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 143,SN-BASE-000143,A5N0003307143,AN,HW-8.3,SW-9.11.23,SBB Basel,RETIRED,GOOD,2019-06-10,2025-06-08,2034-06-06,2020-10-30,HIGH,MEDIUM,REPAIR_INTAKE
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 144,SN-BASE-000144,ABCD1344-644,WLN,HW-1.4,SW-1.0.24,SBB Lausanne,INSTALLED,FAIR,2019-06-29,2025-06-27,2034-06-25,2020-11-19,CRITICAL,HIGH,WAREHOUSE
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 145,SN-BASE-000145,6XX6245-0AB75,STAMMHAUS,HW-2.5,SW-2.1.25,OBB,INSTALLED,GOOD,2019-07-18,2025-07-16,2034-07-14,2020-12-09,LOW,LOW,OCR_SCAN
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 146,SN-BASE-000146,A2V0002384146,A2V,HW-3.6,SW-3.2.26,Bern SBB,INSTALLED,FAIR,2019-08-06,2025-08-04,2034-08-02,2020-12-29,MEDIUM,MEDIUM,MANUAL
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 147,SN-BASE-000147,A6Z0002332147,A6Z,HW-4.7,SW-4.3.27,SBB,INSTALLED,POOR,2019-08-25,2025-08-23,2034-08-21,2021-01-18,HIGH,HIGH,CSV_IMPORT
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 148,SN-BASE-000148,A5N0003307148,AN,HW-5.8,SW-5.4.28,SBB Luzern,INSTALLED,GOOD,2019-09-13,2025-09-11,2034-09-09,2021-02-07,CRITICAL,LOW,REPAIR_INTAKE
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 149,SN-BASE-000149,ABCD1349-649,WLN,HW-6.9,SW-6.5.29,SBB Basel,INSTALLED,GOOD,2019-10-02,2025-09-30,2034-09-28,2021-02-27,LOW,MEDIUM,WAREHOUSE
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 150,SN-BASE-000150,6XX6200-0AB80,STAMMHAUS,HW-7.0,SW-7.6.0,SBB Lausanne,IN_STOCK,GOOD,2019-10-21,2025-10-19,2034-10-17,2021-03-19,MEDIUM,HIGH,OCR_SCAN
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 151,SN-BASE-000151,A2V0002384151,A2V,HW-8.1,SW-8.7.1,OBB,IN_STOCK,FAIR,2019-11-09,2025-11-07,2034-11-05,2021-04-08,HIGH,LOW,MANUAL
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 152,SN-BASE-000152,A6Z0002332152,A6Z,HW-1.2,SW-9.8.2,Bern SBB,IN_REPAIR,GOOD,2019-11-28,2025-11-26,2034-11-24,2021-04-28,CRITICAL,MEDIUM,CSV_IMPORT
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 153,SN-BASE-000153,A5N0003307153,AN,HW-2.3,SW-1.9.3,SBB,RESERVED,FAIR,2019-12-17,2025-12-15,2034-12-13,2021-05-18,LOW,HIGH,REPAIR_INTAKE
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 154,SN-BASE-000154,ABCD1354-654,WLN,HW-3.4,SW-2.10.4,SBB Luzern,RETIRED,POOR,2020-01-05,2026-01-03,2035-01-01,2021-06-07,MEDIUM,LOW,WAREHOUSE
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 155,SN-BASE-000155,6XX6205-0AB85,STAMMHAUS,HW-4.5,SW-3.11.5,SBB Basel,INSTALLED,GOOD,2020-01-24,2026-01-22,2035-01-20,2021-06-27,HIGH,MEDIUM,OCR_SCAN
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 156,SN-BASE-000156,A2V0002384156,A2V,HW-5.6,SW-4.0.6,SBB Lausanne,INSTALLED,GOOD,2020-02-12,2026-02-10,2035-02-08,2021-07-17,CRITICAL,HIGH,MANUAL
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 157,SN-BASE-000157,A6Z0002332157,A6Z,HW-6.7,SW-5.1.7,OBB,INSTALLED,GOOD,2020-03-02,2026-03-01,2035-02-27,2021-08-06,LOW,LOW,CSV_IMPORT
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 158,SN-BASE-000158,A5N0003307158,AN,HW-7.8,SW-6.2.8,Bern SBB,INSTALLED,FAIR,2020-03-21,2026-03-20,2035-03-18,2021-08-26,MEDIUM,MEDIUM,REPAIR_INTAKE
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 159,SN-BASE-000159,ABCD1359-659,WLN,HW-8.9,SW-7.3.9,SBB,INSTALLED,GOOD,2020-04-09,2026-04-08,2035-04-06,2021-09-15,HIGH,HIGH,WAREHOUSE
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 160,SN-BASE-000160,6XX6210-0AB10,STAMMHAUS,HW-1.0,SW-8.4.10,SBB Luzern,INSTALLED,FAIR,2020-04-28,2026-04-27,2035-04-25,2021-10-05,CRITICAL,LOW,OCR_SCAN
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 161,SN-BASE-000161,A2V0002384161,A2V,HW-2.1,SW-9.5.11,SBB Basel,IN_STOCK,POOR,2020-05-17,2026-05-16,2035-05-14,2021-10-25,LOW,MEDIUM,MANUAL
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 162,SN-BASE-000162,A6Z0002332162,A6Z,HW-3.2,SW-1.6.12,SBB Lausanne,IN_STOCK,GOOD,2020-06-05,2026-06-04,2035-06-02,2021-11-14,MEDIUM,HIGH,CSV_IMPORT
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 163,SN-BASE-000163,A5N0003307163,AN,HW-4.3,SW-2.7.13,OBB,IN_REPAIR,GOOD,2020-06-24,2026-06-23,2035-06-21,2021-12-04,HIGH,LOW,REPAIR_INTAKE
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 164,SN-BASE-000164,ABCD1364-664,WLN,HW-5.4,SW-3.8.14,Bern SBB,RESERVED,GOOD,2020-07-13,2026-07-12,2035-07-10,2021-12-24,CRITICAL,MEDIUM,WAREHOUSE
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 165,SN-BASE-000165,6XX6215-0AB15,STAMMHAUS,HW-6.5,SW-4.9.15,SBB,RETIRED,FAIR,2020-08-01,2026-07-31,2035-07-29,2022-01-13,LOW,HIGH,OCR_SCAN
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 166,SN-BASE-000166,A2V0002384166,A2V,HW-7.6,SW-5.10.16,SBB Luzern,INSTALLED,GOOD,2020-08-20,2026-08-19,2035-08-17,2022-02-02,MEDIUM,LOW,MANUAL
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 167,SN-BASE-000167,A6Z0002332167,A6Z,HW-8.7,SW-6.11.17,SBB Basel,INSTALLED,FAIR,2020-09-08,2026-09-07,2035-09-05,2022-02-22,HIGH,MEDIUM,CSV_IMPORT
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 168,SN-BASE-000168,A5N0003307168,AN,HW-1.8,SW-7.0.18,SBB Lausanne,INSTALLED,POOR,2020-09-27,2026-09-26,2035-09-24,2022-03-14,CRITICAL,HIGH,REPAIR_INTAKE
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 169,SN-BASE-000169,ABCD1369-669,WLN,HW-2.9,SW-8.1.19,OBB,INSTALLED,GOOD,2020-10-16,2026-10-15,2035-10-13,2022-04-03,LOW,LOW,WAREHOUSE
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 170,SN-BASE-000170,6XX6220-0AB20,STAMMHAUS,HW-3.0,SW-9.2.20,Bern SBB,INSTALLED,GOOD,2020-11-04,2026-11-03,2035-11-01,2022-04-23,MEDIUM,MEDIUM,OCR_SCAN
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 171,SN-BASE-000171,A2V0002384171,A2V,HW-4.1,SW-1.3.21,SBB,INSTALLED,GOOD,2020-11-23,2026-11-22,2035-11-20,2022-05-13,HIGH,HIGH,MANUAL
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 172,SN-BASE-000172,A6Z0002332172,A6Z,HW-5.2,SW-2.4.22,SBB Luzern,IN_STOCK,FAIR,2020-12-12,2026-12-11,2035-12-09,2022-06-02,CRITICAL,LOW,CSV_IMPORT
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 173,SN-BASE-000173,A5N0003307173,AN,HW-6.3,SW-3.5.23,SBB Basel,IN_STOCK,GOOD,2020-12-31,2026-12-30,2035-12-28,2022-06-22,LOW,MEDIUM,REPAIR_INTAKE
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 174,SN-BASE-000174,ABCD1374-674,WLN,HW-7.4,SW-4.6.24,SBB Lausanne,IN_REPAIR,FAIR,2021-01-19,2027-01-18,2036-01-16,2022-07-12,MEDIUM,HIGH,WAREHOUSE
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 175,SN-BASE-000175,6XX6225-0AB25,STAMMHAUS,HW-8.5,SW-5.7.25,OBB,RESERVED,POOR,2021-02-07,2027-02-06,2036-02-04,2022-08-01,HIGH,LOW,OCR_SCAN
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 176,SN-BASE-000176,A2V0002384176,A2V,HW-1.6,SW-6.8.26,Bern SBB,RETIRED,GOOD,2021-02-26,2027-02-25,2036-02-23,2022-08-21,CRITICAL,MEDIUM,MANUAL
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 177,SN-BASE-000177,A6Z0002332177,A6Z,HW-2.7,SW-7.9.27,SBB,INSTALLED,GOOD,2021-03-17,2027-03-16,2036-03-13,2022-09-10,LOW,HIGH,CSV_IMPORT
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 178,SN-BASE-000178,A5N0003307178,AN,HW-3.8,SW-8.10.28,SBB Luzern,INSTALLED,GOOD,2021-04-05,2027-04-04,2036-04-01,2022-09-30,MEDIUM,LOW,REPAIR_INTAKE
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 179,SN-BASE-000179,ABCD1379-679,WLN,HW-4.9,SW-9.11.29,SBB Basel,INSTALLED,FAIR,2021-04-24,2027-04-23,2036-04-20,2022-10-20,HIGH,MEDIUM,WAREHOUSE
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 180,SN-BASE-000180,6XX6230-0AB30,STAMMHAUS,HW-5.0,SW-1.0.0,SBB Lausanne,INSTALLED,GOOD,2021-05-13,2027-05-12,2036-05-09,2022-11-09,CRITICAL,HIGH,OCR_SCAN
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 181,SN-BASE-000181,A2V0002384181,A2V,HW-6.1,SW-2.1.1,OBB,INSTALLED,FAIR,2021-06-01,2027-05-31,2036-05-28,2022-11-29,LOW,LOW,MANUAL
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 182,SN-BASE-000182,A6Z0002332182,A6Z,HW-7.2,SW-3.2.2,Bern SBB,INSTALLED,POOR,2021-06-20,2027-06-19,2036-06-16,2022-12-19,MEDIUM,MEDIUM,CSV_IMPORT
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 183,SN-BASE-000183,A5N0003307183,AN,HW-8.3,SW-4.3.3,SBB,IN_STOCK,GOOD,2021-07-09,2027-07-08,2036-07-05,2023-01-08,HIGH,HIGH,REPAIR_INTAKE
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 184,SN-BASE-000184,ABCD1384-684,WLN,HW-1.4,SW-5.4.4,SBB Luzern,IN_STOCK,GOOD,2021-07-28,2027-07-27,2036-07-24,2023-01-28,CRITICAL,LOW,WAREHOUSE
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 185,SN-BASE-000185,6XX6235-0AB35,STAMMHAUS,HW-2.5,SW-6.5.5,SBB Basel,IN_REPAIR,GOOD,2021-08-16,2027-08-15,2036-08-12,2023-02-17,LOW,MEDIUM,OCR_SCAN
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 186,SN-BASE-000186,A2V0002384186,A2V,HW-3.6,SW-7.6.6,SBB Lausanne,RESERVED,FAIR,2021-09-04,2027-09-03,2036-08-31,2023-03-09,MEDIUM,HIGH,MANUAL
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 187,SN-BASE-000187,A6Z0002332187,A6Z,HW-4.7,SW-8.7.7,OBB,RETIRED,GOOD,2021-09-23,2027-09-22,2036-09-19,2023-03-29,HIGH,LOW,CSV_IMPORT
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 188,SN-BASE-000188,A5N0003307188,AN,HW-5.8,SW-9.8.8,Bern SBB,INSTALLED,FAIR,2021-10-12,2027-10-11,2036-10-08,2023-04-18,CRITICAL,MEDIUM,REPAIR_INTAKE
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 189,SN-BASE-000189,ABCD1389-689,WLN,HW-6.9,SW-1.9.9,SBB,INSTALLED,POOR,2021-10-31,2027-10-30,2036-10-27,2023-05-08,LOW,HIGH,WAREHOUSE
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 190,SN-BASE-000190,6XX6240-0AB40,STAMMHAUS,HW-7.0,SW-2.10.10,SBB Luzern,INSTALLED,GOOD,2021-11-19,2027-11-18,2036-11-15,2023-05-28,MEDIUM,LOW,OCR_SCAN
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 191,SN-BASE-000191,A2V0002384191,A2V,HW-8.1,SW-3.11.11,SBB Basel,INSTALLED,GOOD,2021-12-08,2027-12-07,2036-12-04,2023-06-17,HIGH,MEDIUM,MANUAL
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 192,SN-BASE-000192,A6Z0002332192,A6Z,HW-1.2,SW-4.0.12,SBB Lausanne,INSTALLED,GOOD,2021-12-27,2027-12-26,2036-12-23,2023-07-07,CRITICAL,HIGH,CSV_IMPORT
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 193,SN-BASE-000193,A5N0003307193,AN,HW-2.3,SW-5.1.13,OBB,INSTALLED,FAIR,2022-01-15,2028-01-14,2037-01-11,2023-07-27,LOW,LOW,REPAIR_INTAKE
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 194,SN-BASE-000194,ABCD1394-694,WLN,HW-3.4,SW-6.2.14,Bern SBB,IN_STOCK,GOOD,2022-02-03,2028-02-02,2037-01-30,2023-08-16,MEDIUM,MEDIUM,WAREHOUSE
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 195,SN-BASE-000195,6XX6245-0AB45,STAMMHAUS,HW-4.5,SW-7.3.15,SBB,IN_STOCK,FAIR,2022-02-22,2028-02-21,2037-02-18,2023-09-05,HIGH,HIGH,OCR_SCAN
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 196,SN-BASE-000196,A2V0002384196,A2V,HW-5.6,SW-8.4.16,SBB Luzern,IN_REPAIR,POOR,2022-03-13,2028-03-11,2037-03-09,2023-09-25,CRITICAL,LOW,MANUAL
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 197,SN-BASE-000197,A6Z0002332197,A6Z,HW-6.7,SW-9.5.17,SBB Basel,RESERVED,GOOD,2022-04-01,2028-03-30,2037-03-28,2023-10-15,LOW,MEDIUM,CSV_IMPORT
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 198,SN-BASE-000198,A5N0003307198,AN,HW-7.8,SW-1.6.18,SBB Lausanne,RETIRED,GOOD,2022-04-20,2028-04-18,2037-04-16,2023-11-04,MEDIUM,HIGH,REPAIR_INTAKE
69a7306b003817d3af5f,69a7071f0022224130e9,Base Device 199,SN-BASE-000199,ABCD1399-699,WLN,HW-8.9,SW-2.7.19,OBB,INSTALLED,GOOD,2022-05-09,2028-05-07,2037-05-05,2023-11-24,HIGH,LOW,WAREHOUSE
